"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"1023",2017-10-23,10,44,46,4192,0,8,2,4302
"1024",2017-10-24,7,28,52,3768,0,10,2,3867
"1025",2017-10-25,14,46,62,3675,0,6,3,3806
"1026",2017-10-26,5,24,50,3316,0,9,2,3406
"1027",2017-10-27,12,35,42,2067,0,6,3,2165
"1028",2017-10-28,1,22,23,812,0,2,2,862
"1029",2017-10-29,7,25,29,1266,0,2,2,1331
"1030",2017-10-30,10,40,70,3708,0,9,4,3841
"1031",2017-10-31,13,44,57,3356,0,6,2,3478
"1032",2017-11-01,6,41,51,3483,0,7,2,3590
"1033",2017-11-02,10,40,60,3384,0,4,2,3500
"1034",2017-11-03,11,44,52,2214,0,2,4,2327
"1035",2017-11-04,13,28,32,1456,0,2,3,1534
"1036",2017-11-05,6,37,34,1492,0,1,2,1572
"1037",2017-11-06,9,56,73,4062,0,6,3,4209
"1038",2017-11-07,14,41,70,3844,0,7,2,3978
"1039",2017-11-08,18,49,66,3736,0,11,2,3882
"1040",2017-11-09,0,46,57,3411,0,7,2,3523
"1041",2017-11-10,17,48,50,2272,0,5,4,2396
"1042",2017-11-11,5,29,41,1763,0,2,3,1843
"1043",2017-11-12,5,30,29,1697,0,3,2,1766
"1044",2017-11-13,8,48,69,3911,0,11,2,4049
"1045",2017-11-14,18,49,72,3848,0,8,2,3997
"1046",2017-11-15,13,42,62,3649,0,10,3,3779
"1047",2017-11-16,12,44,55,3490,0,4,3,3608
"1048",2017-11-17,13,39,51,2311,0,0,2,2416
"1049",2017-11-18,7,26,32,1017,0,2,2,1086
"1050",2017-11-19,6,30,32,1373,0,1,2,1444
"1051",2017-11-20,15,50,57,3538,0,8,2,3670
"1052",2017-11-21,15,47,46,2839,0,7,2,2956
"1053",2017-11-22,12,27,35,1440,0,12,2,1528
"1054",2017-11-23,0,0,0,0,0,0,0,0
"1055",2017-11-24,0,0,0,0,0,0,0,0
"1056",2017-11-25,0,0,0,0,0,0,0,0
"1057",2017-11-26,9,26,30,1166,0,0,2,1233
"1058",2017-11-27,8,43,64,3651,0,7,2,3775
"1059",2017-11-28,10,55,63,3342,0,7,2,3479
"1060",2017-11-29,9,45,57,3362,0,10,2,3485
"1061",2017-11-30,10,39,52,3126,0,10,2,3239
"1062",2017-12-01,13,38,49,2208,0,8,2,2318
"1063",2017-12-02,9,31,40,1473,0,4,2,1559
"1064",2017-12-03,3,40,37,1641,0,3,2,1726
"1065",2017-12-04,8,42,73,2342,0,5,3,2473
"1066",2017-12-05,10,48,65,2068,0,8,2,2201
"1067",2017-12-06,16,48,64,1717,0,4,2,1851
"1068",2017-12-07,8,39,32,1111,0,6,3,1199
"1069",2017-12-08,11,50,39,827,0,6,2,935
"1070",2017-12-09,0,0,0,0,0,0,0,0
"1071",2017-12-10,0,0,0,0,0,0,0,0
"1072",2017-12-11,10,51,39,673,0,4,3,780
"1073",2017-12-12,9,38,40,624,0,5,2,718
"1074",2017-12-13,10,39,45,509,0,5,3,611
"1075",2017-12-14,13,31,51,467,0,7,2,571
"1076",2017-12-15,10,39,42,390,0,7,3,491
"1077",2017-12-16,0,0,0,0,0,0,0,0
"1078",2017-12-17,0,0,0,0,0,0,0,0
"1079",2017-12-18,10,57,51,461,0,6,2,587
"1080",2017-12-19,9,47,40,357,0,4,4,461
"1081",2017-12-20,10,36,40,331,0,6,2,425
"1082",2017-12-21,7,27,38,272,0,4,2,350
"1083",2017-12-22,16,33,26,223,0,2,2,302
"1084",2017-12-23,0,0,0,0,0,0,0,0
"1085",2017-12-24,0,0,0,0,0,0,0,0
"1086",2017-12-25,0,0,0,0,0,0,0,0
"1087",2017-12-26,5,32,35,195,0,2,3,272
"1088",2017-12-27,16,29,29,255,0,2,3,334
"1089",2017-12-28,11,28,29,248,0,2,4,322
"1090",2017-12-29,18,40,37,254,0,1,2,352
"1091",2017-12-30,0,0,0,0,0,0,0,0
"1092",2017-12-31,0,0,0,0,0,0,0,0
"1093",2018-01-01,0,0,0,0,0,0,0,0
"1094",2018-01-02,10,43,41,462,0,7,4,567
"1095",2018-01-03,15,45,40,482,0,6,4,592
"1096",2018-01-04,5,32,40,492,0,5,2,576
"1097",2018-01-05,15,37,41,569,0,7,2,671
"1098",2018-01-06,0,0,0,0,0,0,0,0
"1099",2018-01-07,2,21,13,899,0,1,0,936
"1100",2018-01-08,18,57,47,5326,0,15,3,5466
"1101",2018-01-09,9,57,39,5226,0,7,2,5340
"1102",2018-01-10,20,50,53,5105,0,14,4,5246
"1103",2018-01-11,11,48,48,4247,0,14,4,4372
"1104",2018-01-12,18,45,49,3044,0,6,4,3166
"1105",2018-01-13,4,27,26,1696,0,1,3,1757
"1106",2018-01-14,9,28,28,1915,0,2,3,1985
"1107",2018-01-15,12,54,47,2256,0,2,3,2374
"1108",2018-01-16,13,62,66,5126,0,12,3,5282
"1109",2018-01-17,16,53,66,5036,0,13,4,5188
"1110",2018-01-18,12,53,59,4155,0,10,3,4292
"1111",2018-01-19,27,50,56,3294,0,3,3,3433
"1112",2018-01-20,3,31,34,1827,0,2,3,1900
"1113",2018-01-21,1,40,42,1803,0,4,2,1892
"1114",2018-01-22,18,60,64,5253,0,15,5,5415
"1115",2018-01-23,15,48,64,4817,0,18,2,4964
"1116",2018-01-24,19,57,73,4796,0,14,6,4965
"1117",2018-01-25,12,49,62,4062,0,15,3,4203
"1118",2018-01-26,14,50,63,2946,0,8,4,3085
"1119",2018-01-27,10,32,35,1688,0,5,2,1772
"1120",2018-01-28,6,36,29,2191,0,5,4,2271
"1121",2018-01-29,18,56,63,4498,0,14,4,4653
"1122",2018-01-30,12,53,61,4492,0,15,2,4635
"1123",2018-01-31,11,56,60,4361,0,16,9,4513
"1124",2018-02-01,11,53,57,4039,0,16,3,4179
"1125",2018-02-02,11,38,51,2540,0,3,4,2647
"1126",2018-02-03,2,26,29,2063,0,7,2,2129
"1127",2018-02-04,3,33,32,1272,0,0,2,1342
"1128",2018-02-05,17,57,64,4538,0,14,5,4695
"1129",2018-02-06,11,47,62,4542,0,10,4,4676
"1130",2018-02-07,19,54,64,4666,0,15,5,4823
"1131",2018-02-08,15,42,49,3877,0,12,3,3998
"1132",2018-02-09,16,55,52,2533,0,4,4,2664
"1133",2018-02-10,4,37,25,1710,0,5,2,1783
"1134",2018-02-11,6,42,39,1992,0,5,2,2086
"1135",2018-02-12,14,64,71,4495,0,14,6,4664
"1136",2018-02-13,16,59,61,4277,0,12,3,4428
"1137",2018-02-14,15,52,47,3682,0,14,5,3815
"1138",2018-02-15,8,52,53,3720,0,11,3,3847
"1139",2018-02-16,15,50,50,2378,0,5,3,2501
"1140",2018-02-17,5,36,36,1523,0,3,2,1605
"1141",2018-02-18,9,32,43,1878,0,3,2,1967
"1142",2018-02-19,12,58,59,4178,0,15,7,4329
"1143",2018-02-20,7,52,57,4250,0,17,3,4386
"1144",2018-02-21,11,55,66,4341,0,15,9,4497
"1145",2018-02-22,7,50,53,3382,0,14,5,3511
"1146",2018-02-23,12,52,62,2485,0,6,4,2621
"1147",2018-02-24,5,31,27,1822,0,6,2,1893
"1148",2018-02-25,12,37,41,1991,0,5,2,2088
"1149",2018-02-26,16,68,76,4331,0,15,6,4512
"1150",2018-02-27,9,59,63,4361,0,19,4,4515
"1151",2018-02-28,12,57,70,4259,0,13,5,4416
"1152",2018-03-01,12,56,72,3797,0,17,3,3957
"1153",2018-03-02,9,47,50,2528,0,3,3,2640
"1154",2018-03-03,7,28,39,1538,0,2,2,1616
"1155",2018-03-04,8,34,28,1823,0,4,3,1900
"1156",2018-03-05,14,49,61,4267,0,12,5,4408
"1157",2018-03-06,8,44,59,4191,0,10,4,4316
"1158",2018-03-07,8,45,59,4233,0,10,5,4360
"1159",2018-03-08,9,38,48,3472,0,13,4,3584
"1160",2018-03-09,13,44,54,2492,0,3,4,2610
"1161",2018-03-10,6,29,40,1619,0,1,3,1698
"1162",2018-03-11,4,24,40,1601,0,3,2,1674
"1163",2018-03-12,13,43,45,3906,0,13,6,4026
"1164",2018-03-13,15,49,47,3542,0,15,2,3670
"1165",2018-03-14,13,57,56,3674,0,13,7,3820
"1166",2018-03-15,13,41,44,3366,0,16,5,3485
"1167",2018-03-16,15,47,54,2351,0,5,4,2476
"1168",2018-03-17,5,32,28,1447,0,1,3,1516
